0	0.0003179
1	0.0003179
2	0.0003179
3	0.0003179
4	0.0003179
5	0.0003179
6	0.0003179
7	0.0003179
8	0.0003179
9	0.0003179
10	0.0003179
11	0.0003179
12	0.0003179
13	0.0003179
14	0.0003179
15	0.0003179
16	0.0003199
17	0.0003219
18	0.0003239
19	0.0003259
20	0.0003286
21	0.0003424
22	0.0003664
23	0.0003953
24	0.0004247
25	0.0004541
26	0.0004839
27	0.0005143
28	0.0005456
29	0.0005783
30	0.0006124
31	0.0006485
32	0.0006867
33	0.0007274
34	0.0007709
35	0.0008174
36	0.0008671
37	0.0009192
38	0.0009730
39	0.0010277
40	0.0010822
41	0.0011360
42	0.0011880
43	0.0012384
44	0.0012904
45	0.0013484
46	0.0014163
47	0.0014916
48	0.0015698
49	0.0016526
50	0.0017417
51	0.0018387
52	0.0019453
53	0.0020633
54	0.0021941
55	0.0086071
56	0.0091567
57	0.0097543
58	0.0104253
59	0.0111980
60	0.0121002
61	0.0131586
62	0.0143996
63	0.0158427
64	0.0174807
65	0.0192478
66	0.0210007
67	0.0226500
68	0.0241922
69	0.0256712
70	0.0271569
71	0.0286980
72	0.0304155
73	0.0324735
74	0.0349740
75	0.0380633
76	0.0419335
77	0.0467334
78	0.0525017
79	0.0591616
80	0.0666300
81	0.0748992
82	0.0839692
83	0.0938533
84	0.1046031
85	0.1161565
86	0.1283939
87	0.1412438
88	0.1546479
89	0.1684793
90	0.1825672
91	0.1967851
92	0.2110824
93	0.2254066
94	0.2396887
95	0.2539133
96	0.2740050
97	0.2956865
98	0.3190837
99	0.3443322
100	0.3715785
101	0.4009809
102	0.4327098
103	0.4669493
104	0.5038981
105	0.5437707
106	0.5867982
107	0.6332305
108	0.6833369
109	0.7374081
110	0.7957578
111	0.8587247
112	0.9266740
113	1.0000000
114	0.0000000
115	0.0000000
116	0.0000000
117	0.0000000
118	0.0000000
119	0.0000000
120	0.0000000
121	0.0000000
122	0.0000000
123	0.0000000
124	0.0000000
125	0.0000000
126	0.0000000
127	0.0000000
128	0.0000000
129	0.0000000
130	0.0000000
131	0.0000000
132	0.0000000
133	0.0000000
134	0.0000000
135	0.0000000
136	0.0000000
137	0.0000000
138	0.0000000
139	0.0000000
140	0.0000000
