15	0	1	65
16	0	1	65
17	0	1	65
18	0	1	65
19	0	1	65
20	0	1	65
21	0	1	65
22	0	1	65
23	0	1	65
24	0	1	65
25	0	1	65
26	0	1	65
27	0	1	65
28	0	1	65
29	0	1	65
30	0	1	65
31	0	1	65
32	0	1	65
33	0	1	65
34	1833	1	65
35	633	1	65
36	8004	1	65
37	10446	1	65
38	0	1	65
39	3657	1	65
40	7653	1	65
41	0	1	65
42	0	1	65
43	372	1	65
44	0	1	65
45	7955	1	65
46	4688	1	65
47	0	1	65
48	0	1	65
49	14484	1	65
50	962	1	65
51	14474	1	65
52	33845	1	65
53	54995	1	65
54	36126	1	65
55	165873	1	65
56	99946	1	65
57	806489	1	65
58	703497	1	65
59	1882862	1	65
60	2575900	1	65
61	3172557	1	65
62	6332716	1	65
63	6284619	1	65
64	16186177	1	65
65	14789992	1	65
66	14339317	1	65
67	12562953	1	65
68	11948772	1	65
69	11423621	1	65
70	10352711	1	65
71	9989990	1	65
72	9608102	1	65
73	8711576	1	65
74	8488088	1	65
75	7797923	1	65
76	7258953	1	65
77	6424456	1	65
78	5898853	1	65
79	4345539	1	65
80	3846048	1	65
81	3281094	1	65
82	2940086	1	65
83	2065813	1	65
84	2375745	1	65
85	1916434	1	65
86	1502661	1	65
87	1607027	1	65
88	951916	1	65
89	542826	1	65
90	463998	1	65
91	360464	1	65
92	333196	1	65
93	204373	1	65
94	106718	1	65
95	78496	1	65
96	135717	1	65
97	90824	1	65
98	61702	1	65
99	0	1	65
100	0	1	65
15	0	2	62
16	0	2	62
17	0	2	62
18	0	2	62
19	0	2	62
20	0	2	62
21	0	2	62
22	0	2	62
23	0	2	62
24	0	2	62
25	0	2	62
26	0	2	62
27	0	2	62
28	0	2	62
29	0	2	62
30	0	2	62
31	4828	2	62
32	0	2	62
33	0	2	62
34	0	2	62
35	0	2	62
36	642	2	62
37	0	2	62
38	0	2	62
39	0	2	62
40	2332	2	62
41	529	2	62
42	164	2	62
43	2400	2	62
44	0	2	62
45	0	2	62
46	3658	2	62
47	0	2	62
48	18628	2	62
49	10737	2	62
50	22604	2	62
51	38672	2	62
52	19909	2	62
53	43385	2	62
54	86097	2	62
55	158931	2	62
56	219938	2	62
57	304218	2	62
58	620664	2	62
59	511032	2	62
60	540872	2	62
61	2526378	2	62
62	2681663	2	62
63	2461835	2	62
64	1839288	2	62
65	2017989	2	62
66	1898358	2	62
67	1799411	2	62
68	1429402	2	62
69	1504396	2	62
70	1400799	2	62
71	1419198	2	62
72	1767071	2	62
73	1500925	2	62
74	1375862	2	62
75	1334846	2	62
76	930135	2	62
77	978566	2	62
78	1070898	2	62
79	836040	2	62
80	659911	2	62
81	777408	2	62
82	541009	2	62
83	739782	2	62
84	632275	2	62
85	407518	2	62
86	363575	2	62
87	285731	2	62
88	262792	2	62
89	223550	2	62
90	189151	2	62
91	129827	2	62
92	74190	2	62
93	103214	2	62
94	84397	2	62
95	53507	2	62
96	7376	2	62
97	15756	2	62
98	27716	2	62
99	2404	2	62
100	0	2	62
