0	0.0002720
1	0.0002720
2	0.0002720
3	0.0002720
4	0.0002720
5	0.0002720
6	0.0002720
7	0.0002720
8	0.0002720
9	0.0002720
10	0.0002720
11	0.0002720
12	0.0002720
13	0.0002720
14	0.0002720
15	0.0002720
16	0.0002560
17	0.0002420
18	0.0002300
19	0.0002210
20	0.0002150
21	0.0002140
22	0.0002190
23	0.0002280
24	0.0002440
25	0.0002650
26	0.0002920
27	0.0003220
28	0.0003550
29	0.0003910
30	0.0004300
31	0.0004730
32	0.0005190
33	0.0005680
34	0.0006210
35	0.0006790
36	0.0007440
37	0.0008150
38	0.0008880
39	0.0009640
40	0.0010470
41	0.0011390
42	0.0012430
43	0.0013540
44	0.0014650
45	0.0015720
46	0.0016740
47	0.0017730
48	0.0018730
49	0.0019730
50	0.0020730
51	0.0021150
52	0.0021880
53	0.0022650
54	0.0023490
55	0.0027248
56	0.0033301
57	0.0039586
58	0.0046062
59	0.0052637
60	0.0059103
61	0.0065189
62	0.0070571
63	0.0074487
64	0.0077000
65	0.0079511
66	0.0082991
67	0.0087593
68	0.0093429
69	0.0100670
70	0.0109264
71	0.0119456
72	0.0132002
73	0.0147700
74	0.0167240
75	0.0191342
76	0.0220701
77	0.0255669
78	0.0296846
79	0.0345216
80	0.0401963
81	0.0468075
82	0.0543776
83	0.0629079
84	0.0723175
85	0.0825051
86	0.0934475
87	0.1051588
88	0.1176432
89	0.1308824
90	0.1447937
91	0.1592206
92	0.1739353
93	0.1886536
94	0.2032051
95	0.2175339
96	0.2367724
97	0.2577122
98	0.2805040
99	0.3053115
100	0.3323129
101	0.3617023
102	0.3936909
103	0.4285085
104	0.4664053
105	0.5076537
106	0.5525500
107	0.6014169
108	0.6546056
109	0.7124982
110	0.7755107
111	0.8440961
112	0.9187470
113	1.0000000
114	0.0000000
115	0.0000000
116	0.0000000
117	0.0000000
118	0.0000000
119	0.0000000
120	0.0000000
121	0.0000000
122	0.0000000
123	0.0000000
124	0.0000000
125	0.0000000
126	0.0000000
127	0.0000000
128	0.0000000
129	0.0000000
130	0.0000000
131	0.0000000
132	0.0000000
133	0.0000000
134	0.0000000
135	0.0000000
136	0.0000000
137	0.0000000
138	0.0000000
139	0.0000000
140	0.0000000
